match_date,venue,city,team_1,team_2,toss_winner,toss_decision,match_winner
2024-08-11,"County Ground, Northampton",Northampton,Lancashire,Northamptonshire,Lancashire,bat,Lancashire
2024-08-11,"County Ground, New Road, Worcester",Worcester,Hampshire,Worcestershire,Hampshire,bat,Worcestershire
2024-08-11,"Grace Road, Leicester",Leicester,Leicestershire,Glamorgan,Glamorgan,field,Leicestershire
2024-08-11,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Essex,Essex,field,Essex
2024-08-11,"County Ground, Hove",Brighton,Surrey,Sussex,Surrey,bat,Sussex
2024-08-11,Rugby School Ground,Rugby,Warwickshire,Yorkshire,Yorkshire,field,Yorkshire
2024-08-14,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Derbyshire,Derbyshire,field,Derbyshire
2024-08-14,"St Lawrence Ground, Canterbury",Canterbury,Kent,Northamptonshire,Kent,bat,Northamptonshire
2024-08-14,"Old Trafford, Manchester",Manchester,Lancashire,Worcestershire,Worcestershire,field,Lancashire
2024-08-14,"Merchant Taylors' School Ground, Northwood",Northwood,Hampshire,Middlesex,Middlesex,field,Hampshire
2024-08-14,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Yorkshire,Yorkshire,field,Glamorgan
2024-08-14,"County Ground, Bristol",Bristol,Gloucestershire,Leicestershire,Leicestershire,field,Leicestershire
2024-08-14,"County Ground, Hove",Brighton,Sussex,Essex,Sussex,bat,Essex
2024-08-14,Rugby School Ground,Rugby,Warwickshire,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2024-08-16,"Edgbaston, Birmingham",Birmingham,Worcestershire,Warwickshire,Warwickshire,field,Warwickshire
2024-08-16,"Grace Road, Leicester",Leicester,Hampshire,Leicestershire,Leicestershire,field,Leicestershire
2024-08-18,"The Cooper Associates County Ground, Taunton",Taunton,Somerset,Leicestershire,Leicestershire,field,Somerset
2024-08-18,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Warwickshire,Warwickshire,field,Glamorgan
2024-09-22,"Trent Bridge, Nottingham",Nottingham,Glamorgan,Somerset,Somerset,field,Glamorgan
2024-06-01,"Grand Prairie Stadium, Dallas",Dallas,Canada,United States of America,United States of America,field,United States of America
2024-06-02,"Providence Stadium, Guyana",Providence,Papua New Guinea,West Indies,West Indies,field,West Indies
2024-06-02,"Kensington Oval, Bridgetown, Barbados",Bridgetown,Oman,Namibia,Namibia,field,
2024-06-03,"Nassau County International Cricket Stadium, New York",New York,Sri Lanka,South Africa,Sri Lanka,bat,South Africa
2024-06-04,"Kensington Oval, Bridgetown, Barbados",Bridgetown,Scotland,England,Scotland,bat,
2024-06-04,"Grand Prairie Stadium, Dallas",Dallas,Nepal,Netherlands,Netherlands,field,Netherlands
2024-06-05,"Nassau County International Cricket Stadium, New York",New York,Ireland,India,India,field,India
2024-06-05,"Providence Stadium, Guyana",Providence,Papua New Guinea,Uganda,Uganda,field,Uganda
2024-06-05,"Kensington Oval, Bridgetown, Barbados",Bridgetown,Australia,Oman,Oman,field,Australia
2024-06-06,"Grand Prairie Stadium, Dallas",Dallas,Pakistan,United States of America,United States of America,field,
2024-06-06,"Kensington Oval, Bridgetown, Barbados",Bridgetown,Namibia,Scotland,Namibia,bat,Scotland
2024-06-07,"Nassau County International Cricket Stadium, New York",New York,Canada,Ireland,Ireland,field,Canada
2024-06-07,"Grand Prairie Stadium, Dallas",Dallas,Sri Lanka,Bangladesh,Bangladesh,field,Bangladesh
2024-06-08,"Nassau County International Cricket Stadium, New York",New York,Netherlands,South Africa,South Africa,field,South Africa
2024-06-08,"Kensington Oval, Bridgetown, Barbados",Bridgetown,Australia,England,England,field,Australia
2024-06-08,"Providence Stadium, Guyana",Providence,West Indies,Uganda,West Indies,bat,West Indies
2024-06-09,"Nassau County International Cricket Stadium, New York",New York,India,Pakistan,Pakistan,field,India
2024-06-09,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Oman,Scotland,Oman,bat,Scotland
2024-06-10,"Nassau County International Cricket Stadium, New York",New York,South Africa,Bangladesh,South Africa,bat,South Africa
2024-06-11,"Nassau County International Cricket Stadium, New York",New York,Canada,Pakistan,Pakistan,field,Pakistan
2024-06-11,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Namibia,Australia,Australia,field,Australia
2024-06-12,"Nassau County International Cricket Stadium, New York",New York,United States of America,India,India,field,India
2024-06-12,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,West Indies,New Zealand,New Zealand,field,West Indies
2024-06-13,"Arnos Vale Ground, Kingstown, St Vincent",Kingstown,Bangladesh,Netherlands,Netherlands,field,Bangladesh
2024-06-13,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Oman,England,England,field,England
2024-06-14,"Arnos Vale Ground, Kingstown, St Vincent",Kingstown,South Africa,Nepal,Nepal,field,South Africa
2024-06-14,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,Uganda,New Zealand,New Zealand,field,New Zealand
2024-06-15,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,England,Namibia,Namibia,field,England
2024-06-15,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,Scotland,Australia,Australia,field,Australia
2024-06-16,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,Ireland,Pakistan,Pakistan,field,Pakistan
2024-06-16,"Arnos Vale Ground, Kingstown, St Vincent",Kingstown,Bangladesh,Nepal,Nepal,field,Bangladesh
2024-06-16,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,Sri Lanka,Netherlands,Netherlands,field,Sri Lanka
2024-06-17,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,Papua New Guinea,New Zealand,New Zealand,field,New Zealand
2024-06-19,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,South Africa,United States of America,United States of America,field,South Africa
2024-06-19,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,West Indies,England,England,field,England
2024-06-20,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Bangladesh,Australia,Australia,field,Australia
2024-06-21,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,South Africa,England,England,field,South Africa
2024-06-21,"Kensington Oval, Bridgetown, Barbados",Bridgetown,United States of America,West Indies,West Indies,field,West Indies
2024-06-22,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,India,Bangladesh,Bangladesh,field,India
2024-06-23,"Kensington Oval, Bridgetown, Barbados",Bridgetown,United States of America,England,England,field,England
2024-06-23,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,West Indies,South Africa,South Africa,field,South Africa
2024-06-24,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,India,Australia,Australia,field,India
2024-06-27,"Providence Stadium, Guyana",Providence,India,England,England,field,India
2024-06-29,"Kensington Oval, Bridgetown, Barbados",Bridgetown,India,South Africa,India,bat,India
2024-02-17,"Gaddafi Stadium, Lahore",Lahore,Lahore Qalandars,Islamabad United,Islamabad United,field,Islamabad United
2024-02-18,"Gaddafi Stadium, Lahore",Lahore,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators
2024-02-18,Multan Cricket Stadium,Multan,Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans
2024-02-19,"Gaddafi Stadium, Lahore",Lahore,Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,bat,Quetta Gladiators
2024-02-20,Multan Cricket Stadium,Multan,Islamabad United,Multan Sultans,Multan Sultans,field,Multan Sultans
2024-02-21,"Gaddafi Stadium, Lahore",Lahore,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Karachi Kings
2024-02-21,Multan Cricket Stadium,Multan,Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Multan Sultans
2024-02-22,"Gaddafi Stadium, Lahore",Lahore,Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators
2024-02-23,Multan Cricket Stadium,Multan,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi
2024-02-24,"Gaddafi Stadium, Lahore",Lahore,Lahore Qalandars,Karachi Kings,Karachi Kings,field,Karachi Kings
2024-02-25,Multan Cricket Stadium,Multan,Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans
2024-02-25,"Gaddafi Stadium, Lahore",Lahore,Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,field,Peshawar Zalmi
2024-02-26,"Gaddafi Stadium, Lahore",Lahore,Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi
2024-02-27,"Gaddafi Stadium, Lahore",Lahore,Multan Sultans,Lahore Qalandars,Multan Sultans,bat,Multan Sultans
2024-02-28,"National Stadium, Karachi",Karachi,Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United
2024-02-29,"National Stadium, Karachi",Karachi,Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators
2024-03-03,"National Stadium, Karachi",Karachi,Multan Sultans,Karachi Kings,Multan Sultans,bat,Multan Sultans
2024-03-04,Rawalpindi Cricket Stadium,Rawalpindi,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United
2024-03-05,Rawalpindi Cricket Stadium,Rawalpindi,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi
2024-03-06,Rawalpindi Cricket Stadium,Rawalpindi,Quetta Gladiators,Karachi Kings,Karachi Kings,field,Karachi Kings
2024-03-06,Rawalpindi Cricket Stadium,Rawalpindi,Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars
2024-03-07,Rawalpindi Cricket Stadium,Rawalpindi,Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United
2024-03-08,Rawalpindi Cricket Stadium,Rawalpindi,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi
2024-03-09,"National Stadium, Karachi",Karachi,Lahore Qalandars,Karachi Kings,Karachi Kings,field,Karachi Kings
2024-03-10,Rawalpindi Cricket Stadium,Rawalpindi,Multan Sultans,Islamabad United,Islamabad United,field,Islamabad United
2024-03-10,"National Stadium, Karachi",Karachi,Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,bat,Quetta Gladiators
2024-03-11,"National Stadium, Karachi",Karachi,Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,bat,Peshawar Zalmi
2024-03-12,"National Stadium, Karachi",Karachi,Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans
2024-03-14,"National Stadium, Karachi",Karachi,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Multan Sultans
2024-03-15,"National Stadium, Karachi",Karachi,Islamabad United,Quetta Gladiators,Islamabad United,bat,Islamabad United
2024-03-16,"National Stadium, Karachi",Karachi,Peshawar Zalmi,Islamabad United,Islamabad United,field,Islamabad United
2024-03-18,"National Stadium, Karachi",Karachi,Multan Sultans,Islamabad United,Multan Sultans,bat,Islamabad United
2024-07-23,"Kennington Oval, London",London,Birmingham Phoenix,Oval Invincibles,Birmingham Phoenix,bat,Oval Invincibles
2024-07-24,"The Rose Bowl, Southampton",Southampton,London Spirit,Southern Brave,London Spirit,bat,Southern Brave
2024-07-25,"Old Trafford, Manchester",Manchester,Manchester Originals,Welsh Fire,Welsh Fire,field,Welsh Fire
2024-07-26,"Headingley, Leeds",Leeds,Trent Rockets,Northern Superchargers,Northern Superchargers,field,Trent Rockets
2024-07-27,"Lord's, London",London,London Spirit,Birmingham Phoenix,Birmingham Phoenix,field,Birmingham Phoenix
2024-07-28,"Sophia Gardens, Cardiff",Cardiff,Oval Invincibles,Welsh Fire,Welsh Fire,field,Oval Invincibles
2024-07-29,"Old Trafford, Manchester",Manchester,Trent Rockets,Manchester Originals,Manchester Originals,field,Trent Rockets
2024-07-30,"Headingley, Leeds",Leeds,Southern Brave,Northern Superchargers,Southern Brave,bat,Northern Superchargers
2024-07-31,"Trent Bridge, Nottingham",Nottingham,Birmingham Phoenix,Trent Rockets,Trent Rockets,field,Birmingham Phoenix
2024-08-01,"Lord's, London",London,Welsh Fire,London Spirit,London Spirit,field,London Spirit
2024-08-01,"The Rose Bowl, Southampton",Southampton,Manchester Originals,Southern Brave,Southern Brave,field,Southern Brave
2024-08-02,"Kennington Oval, London",London,Northern Superchargers,Oval Invincibles,Oval Invincibles,field,Northern Superchargers
2024-08-03,"Edgbaston, Birmingham",Birmingham,Southern Brave,Birmingham Phoenix,Birmingham Phoenix,field,Southern Brave
2024-08-03,"Trent Bridge, Nottingham",Nottingham,Welsh Fire,Trent Rockets,Trent Rockets,field,Welsh Fire
2024-08-04,"Lord's, London",London,Oval Invincibles,London Spirit,Oval Invincibles,bat,Oval Invincibles
2024-08-04,"Headingley, Leeds",Leeds,Northern Superchargers,Manchester Originals,Manchester Originals,field,Northern Superchargers
2024-08-05,"Sophia Gardens, Cardiff",Cardiff,Southern Brave,Welsh Fire,Welsh Fire,field,Southern Brave
2024-08-06,"Old Trafford, Manchester",Manchester,Oval Invincibles,Manchester Originals,Manchester Originals,field,Oval Invincibles
2024-08-06,"Edgbaston, Birmingham",Birmingham,Northern Superchargers,Birmingham Phoenix,Northern Superchargers,bat,Birmingham Phoenix
2024-08-07,"Trent Bridge, Nottingham",Nottingham,Trent Rockets,London Spirit,Trent Rockets,bat,Trent Rockets
2024-08-08,"Sophia Gardens, Cardiff",Cardiff,Northern Superchargers,Welsh Fire,Welsh Fire,field,
2024-08-08,"Kennington Oval, London",London,Southern Brave,Oval Invincibles,Oval Invincibles,field,Oval Invincibles
2024-08-09,"Lord's, London",London,Manchester Originals,London Spirit,London Spirit,field,Manchester Originals
2024-08-10,"The Rose Bowl, Southampton",Southampton,Trent Rockets,Southern Brave,Trent Rockets,bat,Southern Brave
2024-08-10,"Sophia Gardens, Cardiff",Cardiff,Welsh Fire,Birmingham Phoenix,Welsh Fire,bat,Birmingham Phoenix
2024-08-11,"Kennington Oval, London",London,London Spirit,Oval Invincibles,Oval Invincibles,field,Oval Invincibles
2024-08-11,"Old Trafford, Manchester",Manchester,Manchester Originals,Northern Superchargers,Northern Superchargers,field,Northern Superchargers
2024-08-12,"Edgbaston, Birmingham",Birmingham,Trent Rockets,Birmingham Phoenix,Birmingham Phoenix,field,Birmingham Phoenix
2024-08-13,"Headingley, Leeds",Leeds,London Spirit,Northern Superchargers,Northern Superchargers,field,Northern Superchargers
2024-08-14,"The Rose Bowl, Southampton",Southampton,Welsh Fire,Southern Brave,Welsh Fire,bat,
2024-08-14,"Trent Bridge, Nottingham",Nottingham,Oval Invincibles,Trent Rockets,Oval Invincibles,bat,Trent Rockets
2024-08-15,"Edgbaston, Birmingham",Birmingham,Manchester Originals,Birmingham Phoenix,Birmingham Phoenix,field,Birmingham Phoenix
2024-08-17,"Kennington Oval, London",London,Southern Brave,Birmingham Phoenix,Birmingham Phoenix,field,
2024-08-18,"Lord's, London",London,Oval Invincibles,Southern Brave,Southern Brave,field,Oval Invincibles
2024-01-27,"Terdthai Cricket Ground, Bangkok",Bangkok,Myanmar,Cambodia,Cambodia,field,Cambodia
2024-01-28,"Terdthai Cricket Ground, Bangkok",Bangkok,Cambodia,China,Cambodia,bat,Cambodia
2024-02-01,"Terdthai Cricket Ground, Bangkok",Bangkok,Indonesia,Bhutan,Bhutan,field,Indonesia
2024-02-02,"Terdthai Cricket Ground, Bangkok",Bangkok,Singapore,Maldives,Singapore,bat,Singapore
2024-02-02,"Terdthai Cricket Ground, Bangkok",Bangkok,Japan,Thailand,Thailand,field,Japan
2024-02-03,"Terdthai Cricket Ground, Bangkok",Bangkok,Bhutan,Saudi Arabia,Saudi Arabia,field,Saudi Arabia
2024-02-03,"Terdthai Cricket Ground, Bangkok",Bangkok,Indonesia,Cambodia,Indonesia,bat,Cambodia
2024-02-04,"Terdthai Cricket Ground, Bangkok",Bangkok,Singapore,Thailand,Singapore,bat,Thailand
2024-02-04,"Terdthai Cricket Ground, Bangkok",Bangkok,Japan,Maldives,Japan,bat,Japan
2024-02-05,"Terdthai Cricket Ground, Bangkok",Bangkok,Saudi Arabia,Indonesia,Saudi Arabia,bat,Saudi Arabia
2024-02-06,"Terdthai Cricket Ground, Bangkok",Bangkok,Singapore,Japan,Japan,field,Singapore
2024-02-06,"Terdthai Cricket Ground, Bangkok",Bangkok,Maldives,Thailand,Maldives,bat,Thailand
2024-02-07,"Terdthai Cricket Ground, Bangkok",Bangkok,Indonesia,Thailand,Thailand,field,Thailand
2024-02-07,"Terdthai Cricket Ground, Bangkok",Bangkok,Maldives,Bhutan,Maldives,bat,Maldives
2024-02-09,"Terdthai Cricket Ground, Bangkok",Bangkok,Japan,Saudi Arabia,Saudi Arabia,field,Saudi Arabia
2024-02-09,"Terdthai Cricket Ground, Bangkok",Bangkok,Singapore,Cambodia,Singapore,bat,Cambodia
2024-02-11,"Terdthai Cricket Ground, Bangkok",Bangkok,Japan,Singapore,Singapore,field,Singapore
2024-02-11,"Terdthai Cricket Ground, Bangkok",Bangkok,Cambodia,Saudi Arabia,Saudi Arabia,field,Saudi Arabia
2024-02-14,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Hong Kong,China,Hong Kong,bat,Hong Kong
2024-02-14,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Japan,Hong Kong,Japan,bat,Hong Kong
2024-02-15,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Japan,China,Japan,bat,Japan
2024-02-15,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Hong Kong,Japan,Hong Kong,bat,Hong Kong
2024-02-16,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,China,Hong Kong,China,bat,Hong Kong
2024-02-16,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Japan,China,Japan,bat,Japan
2024-02-17,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Hong Kong,Japan,Japan,field,Hong Kong
2024-03-04,Sylhet International Cricket Stadium,Sylhet,Sri Lanka,Bangladesh,Bangladesh,field,Sri Lanka
2024-03-06,Sylhet International Cricket Stadium,Sylhet,Sri Lanka,Bangladesh,Bangladesh,field,Bangladesh
2024-03-09,Sylhet International Cricket Stadium,Sylhet,Sri Lanka,Bangladesh,Bangladesh,field,Sri Lanka
2024-03-13,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Sri Lanka,Bangladesh,Sri Lanka,bat,Bangladesh
2024-03-15,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Bangladesh,Sri Lanka,Sri Lanka,field,Sri Lanka
2024-03-18,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Sri Lanka,Bangladesh,Sri Lanka,bat,Bangladesh
2024-03-22,Sylhet International Cricket Stadium,Sylhet,Sri Lanka,Bangladesh,Bangladesh,field,Sri Lanka
2024-03-30,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Sri Lanka,Bangladesh,Sri Lanka,bat,Sri Lanka
2024-02-08,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,Canada,Nepal,bat,Nepal
2024-02-10,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Canada,Nepal,Canada,bat,Nepal
2024-02-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Canada,Nepal,Nepal,field,Nepal
2024-07-06,Harare Sports Club,Harare,Zimbabwe,India,India,field,Zimbabwe
2024-07-07,Harare Sports Club,Harare,India,Zimbabwe,India,bat,India
2024-07-10,Harare Sports Club,Harare,India,Zimbabwe,India,bat,India
2024-07-13,Harare Sports Club,Harare,Zimbabwe,India,India,field,India
2024-07-14,Harare Sports Club,Harare,India,Zimbabwe,Zimbabwe,field,India
2024-02-15,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,Namibia,Namibia,field,Namibia
2024-02-17,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Netherlands,Nepal,Nepal,field,Nepal
2024-02-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Namibia,Netherlands,Netherlands,field,Netherlands
2024-02-21,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,Namibia,Namibia,field,Namibia
2024-02-23,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Namibia,Netherlands,Netherlands,field,Namibia
